Language,Content
ZH,他 也 不算 仆人 但是 男男 最 正常 了
ZH,没有 他们 只是 他 不算 仆人 只是 (erm)
ZH,然后 (呃) 女生 是 女生 真的 好像 很 变态 她们 就
ZH,有一点
ZH,就 她
ZH,她 真的 好像 喜欢 她 这样 感觉
ZH,对 可是 她 就是 一直 在 利用 她 然后 我 有 跟 你 讲 煎牛排 那件 事 啊
ZH,她 半夜 肚子 饿 想要 吃 牛排 她 就 打电话 给 她 的 那个 仆人
ZH,对 了
ZH,所以 她 好像 真的 是 喜欢 她 可是 所有的 仆人 都 比 主人 漂亮 我 也是 跟 你 讲过
ZH,可是 她们 就是
ZH,也 不懂 为什么 会 发展 成 这种 关系 哦 主人 仆人 可是
ZH,可是 朋友 有时候 真的 会 自然而然 发展 出 主人 跟 仆人 关系 吧
ZH,我 没有
ZH,是 你 太 笨 吧
ZH,就是
ZH,我 是 不会 做 的 时候 丽倩 也 帮 我 做
ZH,不要 我 要 聊
ZH,节目 越来越 难看 因为 刚刚 都是 在 讲 娱乐
ZH, 没有 你 说得 对 就 好像 (em)
ZH,不管 哪 都 我 我 是 在 想 说 一开始 我 还在 追 命中） 然后 我妈 在 看 我 没有 在 看 了
ZH,韩~ 韩国 版的
ZH,我 只 喜欢 看 kim-beom
ZH,废话 每个人 都 知道 那个 夏天
ZH,春天 秋天
ZH,她 叫 秋天
ZH,韩~ 韩国 韩版的 (哈) 流星花园 她 叫 秋天 小优 叫做 秋天
ZH,我 不知道 我 只是 知道 那个 女的 还 蛮 漂亮 的
ZH,谁 哪一个 版本
ZH,他 很 帅 好不好
ZH,他 一直 默默 守候 在 杉菜 旁边 哪
ZH,怎样 讲
ZH,哦 他 不是 默默地 守候
ZH,啊 继续 啊 下一个
ZH,可是 王子变青蛙 陈乔恩
EN,lame ah
ZH,哪一个 偶像剧 不是 这样
ZH,哪~ 哪一个
ZH,不要 讲 偶像剧
ZH,可 可是 没有 很 好看 啊
ZH,所以 为什么 又会 爆红 诶
ZH,他 有 很 红 吗
ZH,你 懂 kim-boem 演 那个 新的 (啊) 电视剧
ZH,我 不懂 叫 什么 收视率 不好
ZH,因为 权相宇 呀 因为 朴龙河
ZH,朴龙河
EN,park-yong-ha
ZH,我 知道 那个 人 于玄彬 嘛
ZH,还 不错 啦 就
ZH,他 不会 很 老
ZH,他 白白 唇~ 唇黄 诶 唇红齿白 的
ZH,很多 韩国 男生 都是 这样 的
ZH,我 突然间 想到 一个 重点 对 我 想 跟 你 讲 的 啊
ZH,就是 (嗯)
ZH,有一个 韩国 艺人 我 忘记 是 谁 了 也是 很 出名的 (um) 野蛮女友 的 那主角 他 来 宣传
ZH,无所谓 你 听 我 讲  他 来 宣传 他 的 新 电影 嘛
ZH,没有 重点 在于 (呃) 他 就 讲 说
ZH,然后 我 就 觉得 很 同意
ZH,就 就 你 明知道 他们 不可能 在 一起 哦
ZH,因为 现实生活中 他 已经 有 他 的 另外 一半 啦
ZH,不是 角色 不 角色 你 看 他 的 脸 就是 他 的 角色 啦
ZH, 现在 的 观众 都是 那个 什么 的
ZH,就 不专业 啊 盲目地 跟~ 跟从 跟随
ZH,可是 有些 真的 没有 到 很好 看 干吗 这样 红 我 就 很 不爽 但 就
ZH,它 的 那个 收视率 也 不是 很好
ZH,没有 他 狗仔队 的 时候 收视率 应该 还 不错
ZH,没有 不是 一直 以来 都 很 不好
ZH,可是 (啧) 我 以为 很多人 在 追
ZH,啊哈 对 对 对
ZH,然后 他 就 (嗯)
ZH,就 真的 很惨
ZH,没有 没有 有
ZH,我 我 不是 要 讲 这个  我 要 讲 别的
ZH,没有 天才冲冲冲
ZH,那时候 最近 有 一个 新单元 我 觉得 还 蛮 好看 的
ZH,然后 的话 他们 就 用 演的 演出 那段 歌词
ZH, 还 蛮 就 也 不算 很 旧 吧 就 最近 没有 不是 不是 不是 这 是 新的 单元
ZH,不是 不是 不是
ZH,没有 那个 不是 演 他们 是 一排 坐 在 那边 然后 第一个 人 上来 说 他 要 唱 什么 歌
ZH,没有 这个
ZH,可是 没有 这个 是 全部人 坐 在 那边 猜 你 在 演 什么 歌
ZH,他 没有 在 唱 (诶)
ZH,总而言之 就 在 演 哪
ZH,废话
ZH,笨 呐
ZH,我 讲了 讲了 倒带
ZH,就 他们 讲得 很 有道理 而且
ZH,就 有些 动作 真的 太 厉害 了 就 很 可爱 就
ZH,不可能 是 临时 想出来 的 你 会 觉得 哇 好强 哦 好厉害 哦 为什么 你 可以 做 这个 动作
ZH,可是 很明显的 不是 临时 想出来 的
ZH,他们 猜 猜 猜 然后 最终 也是 猜到 居然 绕 一大圈 然后 又 猜到
ZH,然后 哦 我 没有 看 那一集 啦
EN,cere cere
ZH, 之前 讲好 作假 嘛
ZH,不可以 给 我 讲 先
ZH,所以 就 很 假 啦
ZH,就 到 你
ZH,你 说话 的 速度 可以 放慢 因为 现在 才 二十五 分钟
ZH,我 讲话 清楚 吗
ZH, 没有 人家 等下 听不懂 就 可怜 neh
ZH,没有 他们 讲 我 讲话 很快
ZH,啊 我 要 讲  <unk> 唉
ZH,就是 那种 什么 之旅 什么 之旅 的 你 不 觉得 很 闷 咩
ZH,重点 在于  重点 在于 我 为什么 要 去 很多 地方 我 都 没有 机会 去 啊 可是 为什么 要 去 那边
ZH,有必要 讲话 这样 快 吗
ZH,我 听得懂 啦 我 听得懂
EN,lor
ZH,不是 说 我 知道 啦 可是 你
ZH,你 想象 就 知道 多 闷 啦
ZH,没有 这是 我们 的 病房 这是 这是 这是 谁 管 这是 什么 啊
ZH,什么 说是这样 可是 谁管 这 是 什么
ZH,所以 懂 了 又 怎么样
ZH,有 什~
ZH,我 读书 为了 找工作 找工作 为了 赚钱 赚钱 为了 养老 养老 为了 享受
ZH,养老 听不懂 啊 养老 和 死掉 差很远 喔
ZH, 你 你 不要 耍 白痴 哦
ZH,啊 我 知道 了 我 想到 了
ZH,他们 都 讲 我 讲话 很 快
ZH,因为 你 听 习惯 了
ZH,然后 我 就 讲 某人
ZH,某人  讲话 很 慢
ZH,然后 啊 (啊)
ZH,他 就 讲 对
ZH,讲 华语 的 时候 特别 快 他 听 的 时候 就 觉得 特 特别 快
ZH,就 这样 啊 说 什么 呀  就 他
ZH,他 没有 讲 我 坏话 他 是 好人 不会 讲 人家 坏话
ZH,可是 讲 人家 的 名字 也 不好 啊 所以 就 这样 讲 啊 我 单纯 是 想 讲 啊 不可以 吗 我们 有 一个 小时 你 怎样 啊
ZH,好 给 你 讲 给 你 讲
ZH,我 不想 听 啊 那个 诶 你
ZH,诶 你 有没有 听 他 刚刚 讲 说 我们 要 一半 一半 你 arashi 讲完 算了
ZH,我 不想 听 我 不想 听 arashi 三十 分钟
ZH,我 不想 看 ara~ 讲 听 arashi 三十 分钟 啊
ZH,他们 他们 没有 重点 哪 你 lei 下去 哇 arashi 很 厉害 诶 哇
ZH,你 最好 把 它 缩 成 重点 啊
ZH,谁 没有 演 就 好 了
ZH,哦 帅
ZH,我 知道
ZH,重点 重点 重点
ZH,可以
ZH,就 一个 爸爸 然后 单亲 爸爸 辛苦地 照顾 女儿 然后 流 几滴 眼泪 然后
ZH, 日剧
ZH,都 很
ZH,温馨 很 激励人心 什么 之类的 东西
ZH,可是 我 觉得 就 他们 一贯 的 模式 啊
ZH,所以 都是 一贯 的 模式 啊
ZH,我 要 看 痞子英雄
ZH,它 电影版 还 没有 出 还 没有 演
ZH,下个 礼拜 吧
ZH,不 不 不是 不是 下个 礼拜 明年 我 在 讲 什么 讲得 不清不楚
ZH,你 讲 赵又廷 痞子英雄 的
ZH,赵又廷 吸过 大麻 就是 这样 当年
ZH,吸 过 吸过 大麻 他 是 美国 出生 的 嘛 很多 人 都是 承认 承认 我 就 在 想 诶 你 已经 承认 了 我 可以 把 你 抓去 吗
ZH,因为 你 嘴巴 讲 对 啊 已经 是 构成 法律上的 什么
ZH,会 啊 废话
ZH,不管 你 有 戒 没有 戒 你 当初 就是 吸 了 大麻 你 干过 这件事
ZH,会
ZH,没有 不只 不只 他 吧 很多人 都 承认 过 啊 可是 我 觉得 应该 有 法律 责任 吧
ZH,给 你 讲 你 arashi 啊
ZH,诶诶 是 你 一直 没有 话 讲 我 才 抢 你的话 讲 的
ZH,快点 哪
ZH,哦 难怪 可以 撑 五十个 小时 啊
ZH,你 喜欢 看 那个 松本润 咩
ZH,松本润 很丑 松本润 很丑
ZH,三个 小时 很 夸张 吗 他们 二十四 小时 都 做过
ZH,三个 小时 的 节目 不算 很长 说实在话
ZH,所以 嘞
ZH,他们 只是 主持人 而已 又不是 自~ 怎么 叫 自己 弄 主持人 就是 主持人 自己 弄 是 制作人
ZH,在 录 那个 空挡 唉 中间 那个
ZH,就是 从 广告 广告 然后 他们 就 赶 到 下一个 地点
ZH,还好 啦 说 有 有 很 什么 咩
ZH,arashi 够 红 啊
ZH,我 的 五月天 又 不 上节目
ZH,他 不是 不红 他 忙着 演唱会
ZH,五月天 很 红 好不好
ZH,不一定 说实在话
ZH,不一定 你 拿出来 比 啊 看 谁 比较 红
ZH,不要 讲 在 日本 在 台湾 在 全 亚洲
ZH,新加坡
ZH,单是 五月天
ZH,一年半 一场 大约 arashi 差不多 没有
ZH,可是 为什么 他 不要 来 新加坡 如果 有 够 歌迷 的话
ZH,不红的 人 也 来 都 来 了 为什么 红的 人 不来
ZH,还 蛮少的
ZH,韩国 也 没有 日本 也 没有 就 台湾 和 香港 人 一直 来 而已
ZH,五月天 去 美国 开 啊
ZH,arashi 有 去
ZH,arashi 有 去 美国 开
ZH,应该 应该
ZH, 好 奇怪
ZH,他 的 老婆
ZH,艾利克斯 是 三片土司 台湾人 现在 现在 他们 没有 唱歌 也 没有 干吗 就 一直 上通告 算是 通告艺人
ZH,应该 是 她 名字 很长 诶 de de de de de de de
ZH,她 不是 台湾人 听 就 知道 她 不是 台湾人 吧
ZH,我 知道 啊
ZH,啊 艾利克斯
ZH,可是 李咏娴 的 名字 里面 真的 有 aloha
ZH,好 下一题
ZH,可是 就 很 闷 哪 啊 对
ZH,很 讨厌 诶
ZH,看到 就 讨厌
ZH,是 你 笨
ZH,好 无所谓 不用 这样 吵 不要 吵 不要 吵 不要 吵
ZH,可是 它 跟 经济 比较 有关 吧
ZH, 吃老本 你 是 吃 回本 你 好 烂 喏
ZH,好 啦 等下讲 我 不想 再 插 你的话 了
ZH,你 懂 为什么 要 讲话 吗
ZH,有没有 你 一直 都 在 我 一 不 讲话 就 一条线
ZH,直 回去
ZH,好吧
ZH,为什么 诶
ZH,我 知道 你 讲过 了 我 要 听 凶宅 的 事情 不要 听
ZH,你 是 几时 去 看 命 算命
ZH,我 还 以为 你 要 讲 不是 凶宅
ZH,因为 你 在 不是 不是 不是 一件 事情 我 还 以为 那个 你 应该 反驳 说 不是 凶宅 啊
ZH,你 还 默默 承认 对 是 凶宅
ZH,好 好 好 没有 我 一定 讲话 是 要不然 我 那个 不会 跳
ZH,你 妈 不是 跟 你 爸 一起 做工 你 爸 不是 跟 你 妈 一起 做 同一间 公司 咩
ZH,一开始 时候 不是
ZH,你 是 你爸 离开 你 妈 的 公司
ZH,是 你 爸 离开 你 妈 的 公司
ZH,是 谁 离开 谁 的 公司
ZH,然后
ZH,嗯 要 给钱 的 吗
ZH,你 妈 的 同事 诶
ZH,你 刚刚 讲 我 妈 的 同事 在 算命
ZH,我 没有 去过 你家 吧
ZH,你们 你们 为什么 不要 拆掉
ZH,好 好 好 我 听 你 讲
ZH,每一个 大门 都 每~ 你们 方~ 房子 房子 里面 的 每一个 门 都有
ZH,唉 无所谓 啦
ZH,好 无所谓
EN,ok
ZH,嗯 嗯
ZH,哦 本来 是 镇宅 的 啦
ZH,好 啊 继续
ZH,啊 啊 啊
ZH,唔
ZH,好 可怕 哦
ZH,哦 呵 等~ 等一下 这句话 很 废
ZH,最早 出去 的 人 是 最辛苦的 这句话 很 废
ZH,你 这句话 套 在 谁 的 身上 都 管用 好 啊 你 继续 你 继续 这句话 真的 很 废
ZH,哦 我 知~ 我 知道 柚子 啊
ZH,哦 随~ 随便 随便
ZH,可是 就 怎样 这 是 第一次
ZH,你 现在 只是 第一次 算命 而已 诶 你 还有 第二次 最近的 那个 对吧
ZH,哦 所以 那个 是 凶宅
ZH,同一个 同一个 算命师
ZH,很 贵 吗
ZH,问 他 啊 我 也 要 去 算
ZH,不可以 啊
ZH,对 啊 你妈 你 跟 你妈 讲 你 跟 我 讲
ZH,你 要 看 他 花 多少 钱 然后 你 才 讲 你妈 有没有 听进去 那个 同事 有没有 听进去
ZH,可是 我 要 跟 你 讨论 最早 出去 是 最辛苦 那个 人 这句话
ZH,可是 就 很 笨 啊 最早 出去 就是 辛苦 的 啊 一定 的 吧 就 早出晚归 早出晚归 啊
ZH,有 谁 早出早归 工作 有 这样 轻松
ZH,晚出晚归 所以 你 辛苦 吗 你 不 辛苦 啊
ZH,因为 早上 早上 起来 的 人 就是 最辛苦的 啊
ZH,因为 你 每个人 印象中 早上 起来 就是 辛苦 吧
ZH,同~ 同一个 顺~ 哦 她 带 她 去 啊
ZH,算命师 是 什么 哪里人
ZH,你 什么 都 没有 问 我 要 去 算命 你 去 帮 我 问 多少钱 在哪里
ZH,有点 远
ZH,家宅 和 健康 差很远的 好不好
ZH,家宅
ZH,随便 哪
ZH,你 碎碎念 到 都 好可怜 喏
ZH,我 听得到 可是 不代表 录进去 的 时候 人家 就会 嗞嗞嗞嗞嗞嗞嗞嗞
ZH,什么 叫 她 看起来 还不错
ZH,她 本人 是 中医
ZH,然后 她 自己 看不出 她 有 什么 问题
ZH,她 现在
ZH,好 吧
ZH,哦 你  你 文法 有 问题
ZH,诶 这 很 正常 这 很 正常 是不是
ZH,我  我 开门 都 会 kiap 到 脚 唉
ZH,神经病 她 她 一边 拉住 那个 门 一边 把 手指 拿出来
ZH,她 就 硬硬 把 它 扯出来 自然反应
ZH,你 还 没有 讲到 重点 算命 的 重点
ZH, 拖 很久 啦
ZH,你 觉得
ZH,她 觉得 是 不寻常
EN,slow down slow down
ZH,啧 你 你 在 他 面前 讲 a. 的 女儿 脾气 这样 你 不可能 再 讲 b. 的-
ZH,他 第一 第一套 跟 第一个 人 讲 第二套 当然 不会讲 第一套 的 东西 啦
ZH,你 听起来 你 觉得 超准
ZH,小声 小声 你 好 大声 哦
ZH,你 妈妈 的 女儿 吗
ZH,我们 去 算 他 就 会 讲 很 聪明
ZH,嗯 嗯 嗯 对 没有 对
ZH,哦 我 知道
ZH,对 对 我 在 你 旁边
ZH,可是 录 唉呀 我 不知道 该不该 相信 算命 这种 东西
ZH,是 我 不要 玩 我 每次 玩 我 好可怜 哦
ZH,我 就 现在 新加坡 的 女孩子 都是 这样 吧
ZH,哦 我 不要
ZH,你 算 老牛
ZH,老牛 没有错
ZH,可是 这种 东西 不是 你 要 就 要 不要 就 不要 的 啊
ZH,最后 就 突然间 爆出来
ZH,对 不要 讲 几时 啊
ZH,你 跟 他 讲 你 快 枯萎 了
ZH,诶 现在 已经 差不多 了 如果 要 结婚 的话
ZH,你看 班班对对 对对班班 我 在 讲 什么 双双对对
ZH,我 觉得 会 大学 应该 会
ZH,还有 五 分钟
ZH,我 有点 饿 诶
ZH,我 本来 想 吃 冰淇淋 算了
ZH,不可能 是 声量 吧 诶 好像 是 诶 诶 你 你 讲话 的 时候 它 就会 在 前面 你 不讲话 了 它 就 在 后面
ZH,你 不要 玩 这个 东西 了 啦
ZH,如果 进 红色 区域 就 太大声 了 吧
ZH,你 的 红黄 也是 在 亮 啊
ZH,你 你 讲 大声 一点 你 那个 就 变 黄色 了
ZH,并不 无聊 很有趣 啊
ZH,诶 我 真的 怀疑 我 讲话 不清不楚 怎么办
ZH,已经 最后 四分钟 了 你 要 我 讲话 慢一点 吗
ZH,无所谓 啦
ZH,是 因为 习惯了 没有 必要 讲 这么慢 哪 就 你 听得懂 就 好 了
ZH,对 啊 有 啊 很明显 好不好
ZH,我 没有 听不清楚 说实在话
ZH,对 啊
ZH,我 听得懂 你妈 在 讲 什么
ZH,有 她 有 她 有 很明显
ZH,傍晚
ZH,旁 啊 随便 哪
ZH,啊哈
ZH,他 从来 都 没有 在 看电视 的 咩
ZH,他 不会 用 电视
ZH, 叫 他 换台 他 还 死鸭子嘴硬
ZH,专~
ZH,你 为什么 语 要 低沉 下去
ZH,过 了 一个 小时 了 加油 好吗
ZH,可是 对 啊 专业术语
ZH,你 不要 这个 那个 这个 那个 他们 都 听不懂
ZH,最后 还是 要 录进去
ZH,哦 对 啊 下一次 再 讲 吧 我们 有 一个 小时 neh
ZH,诶 是不是 真的 因为 我 受 台湾 的 影响
ZH,就 一直 讲华语 讲华语 讲华语 啊
ZH,然后 我 就 这样 越讲越快
ZH,可是 你 明知道 那个 词
EN,media
ZH,没有 很烂 绝对 绝对 有问题 绝对 有问题 我 要 暂停 这个程序
ZH,虽然 我 想不到 更好 的 词汇 不是
ZH,六点 零 五分
ZH,就 一直 聊天 聊天 聊天 是 啦 说实在话
ZH,你 确定 你 的 废话 要 给 全世界 听到 我 现在 这个 废话 只 给 一两个 三四个 五六个 最多 十个 人 听到
ZH,内容 就 知道 了 吧
ZH,内容 应该 知道 了 吧
ZH,都是 废话 啊 可是 你 把 废话 播 给 全世界 听 就 很 奇怪 啦
ZH,我 没有 要 和 跟 你 聊 arashi 的 废话
ZH,诶 我们 撑 到 两个小时 然后 就 算了
ZH,好 谢谢
ZH,开始吧
ZH,我 要 听 耍 心计 的
ZH,纪晓岚 跟 和昆 的 你 不是 讲过 和珅 珅 珅 珅
ZH,谁
ZH,然后 诶
EN,mmhmm
ZH,重点 在 哪里
ZH, 无聊 没有 人 知道 啊
ZH,那 给 我 先 讲
ZH,我 要 讲 康熙来了
ZH,哦 那天 我 就 看 一集 最近 康熙来了 有 一集 他们 是 做 通告咖 的 嘛
ZH,然后 他们 就 射飞镖
ZH,然后 (um) 所以 你 射中 哪一个 题目 你 就要 掰 出 一个 故事 来
ZH,我 你 你 知道 你 认识 沈玉琳 哦
ZH,沈玉琳 的 那个
ZH,就 他 真的 是 有 内涵 的 人
ZH,就是说 他 是 有 读书 的 然后 才 讲得出 这种 乱七八糟的 话
ZH,很多人 觉得 小钟 很 好笑
ZH,可是 我 真 就 觉得 他 很 烂 因为 他
ZH,抄 别人 的 梗 他 每次 都 在 抄 别人 的 梗
ZH,好像 他 最近
ZH,是 谁 第一名 了
ZH,然后 请 了 沈玉琳 跟 小钟 然后 有 另外 一些 人 哪
ZH,然后 (um)
ZH,就 什么 它 就 一样 啊 射飞镖 讲故事 嘛
ZH,什么 四物汤 还是 什么 汤 的 之类的 东西 啦
ZH,无所谓 你 什么 汤 都 好
ZH,就 食物 的 东西 他 就 讲 说 什么 小时候 妈妈 整天 做 什么 食物 给 他 吃 然后 他 就 会 吃 到 什么 头发
ZH,没有 没有 就 会 吃到 头发 没有 重点 是 在 后面
ZH,以后
ZH,到 吃 的 时候 他 发现 已经 没有 头发 了
ZH,他 就是 要 讲 感动 的 故事 啊
ZH,然后 他 讲 他 就 那边 搞笑 说 (啊) (啊) 因为 他 妈妈 已经 botak 了
ZH,没有 没有 可是 这个 才 不是 重点
ZH,然后 他 后来 后来 解释 说 不对
ZH,而是 那个 头发 已经 变白 了 就 很 感性地 说 那句话
ZH,可是 我 就 还不错 哦 我 终于 觉得 他 还不错 咯
ZH,他们 就 讲 那个 宪哥 讲过 了
ZH,就是 白头发 的 故事 啊 什么 东西 hor 宪哥 讲过 了
ZH,我 看到 白头发 第一次 想 打 老人
ZH,因为 有 头发 你 食物 里面 有 头发 啊
ZH,我 就 觉得 变了 白头发 感觉 还 不错 就 有 那种 背影 的 感觉 你 懂 吗
ZH,可是 我 就 觉得 hor
ZH,沈玉琳 哦
ZH,真的 讲 得 比 他 好
ZH,(um) 给 小钟 很多人 都 觉得 小钟 很 好笑 啊
ZH,可是 我 真的 觉得 他 只有 抄 的 本事 而已
ZH,然后 沈玉琳 肚子 里面 真的 有 料
ZH,他 他 很 反应 很快 他 什么 都 可以 接
ZH,我 的 意思 是 说
ZH, 对 吧
ZH,没有 我 要 讲 的 就 是 下面 的 人 有些人 也 同意 我 的 说法
ZH,沈玉琳 应该 是 双冠王 结果 被 小钟 两次 都 拿到 搞不懂 为什么
ZH,抄人的 为什么 也 可以 拿到 诶
ZH,他 的 梗 也 没有 很好 啊
ZH,我 觉得 玉琳 哥 的 梗 比较
ZH,玉琳 哥 的 真的 比较 什么
ZH,比较 有新意 比较 有新意
ZH,至少 他 抄 得 有新意 呀
ZH,圈 跟 叉 然后
ZH,男生
ZH,他们 就 讲 好 你 讲 这样 烂 只有 靠 亲亲 来 驳回 版面 就 驳回 那个
ZH,他 就 亲 他 是 做 效果 的 他 知道 应该
ZH,真的 亲
ZH,因为 他 是 做 那个 后制 的 嘛
ZH,可是 (呃) 把 画面 播出来
ZH,然后 是 真的 有 亲到
ZH,一样 讲 得 很 烂 一样 那个 工作人员 就 叫 他 上
ZH,如果 想 拿到 那个 圈 的话 就 亲 所以 他 哥哥 弟弟 都 亲 过 了
ZH,他 就 真的 亲 了
ZH,谁 跟 谁 跟 谁
ZH, 女 网友
ZH, 真的 假的
ZH,啧 应该 没有 吧 怎么 可能 爆出来
ZH,罗志祥 应该 没有 这样 讲 什么 乱七八糟 话 吧
ZH,哦 你 对 罗志祥 没有 那个 太大 兴趣 嘛
ZH,到 你 了 你 想到 了 没有 心机鬼
